ID,Name,Category,API_URL
393,Piplup,Base Form,https://pokeapi.co/api/v2/pokemon/393/
394,Prinplup,Base Form,https://pokeapi.co/api/v2/pokemon/394/
395,Empoleon,Base Form,https://pokeapi.co/api/v2/pokemon/395/
396,Starly,Base Form,https://pokeapi.co/api/v2/pokemon/396/
397,Staravia,Base Form,https://pokeapi.co/api/v2/pokemon/397/
398,Staraptor,Base Form,https://pokeapi.co/api/v2/pokemon/398/
399,Bidoof,Base Form,https://pokeapi.co/api/v2/pokemon/399/
400,Bibarel,Base Form,https://pokeapi.co/api/v2/pokemon/400/
401,Kricketot,Base Form,https://pokeapi.co/api/v2/pokemon/401/
402,Kricketune,Base Form,https://pokeapi.co/api/v2/pokemon/402/
403,Shinx,Base Form,https://pokeapi.co/api/v2/pokemon/403/
404,Luxio,Base Form,https://pokeapi.co/api/v2/pokemon/404/
405,Luxray,Base Form,https://pokeapi.co/api/v2/pokemon/405/
406,Budew,Base Form,https://pokeapi.co/api/v2/pokemon/406/
407,Roserade,Base Form,https://pokeapi.co/api/v2/pokemon/407/
408,Cranidos,Base Form,https://pokeapi.co/api/v2/pokemon/408/
409,Rampardos,Base Form,https://pokeapi.co/api/v2/pokemon/409/
410,Shieldon,Base Form,https://pokeapi.co/api/v2/pokemon/410/
411,Bastiodon,Base Form,https://pokeapi.co/api/v2/pokemon/411/
412,Burmy,Base Form,https://pokeapi.co/api/v2/pokemon/412/
413,Wormadam Plant,Base Form,https://pokeapi.co/api/v2/pokemon/413/
414,Mothim,Base Form,https://pokeapi.co/api/v2/pokemon/414/
415,Combee,Base Form,https://pokeapi.co/api/v2/pokemon/415/
416,Vespiquen,Base Form,https://pokeapi.co/api/v2/pokemon/416/
417,Pachirisu,Base Form,https://pokeapi.co/api/v2/pokemon/417/
418,Buizel,Base Form,https://pokeapi.co/api/v2/pokemon/418/
419,Floatzel,Base Form,https://pokeapi.co/api/v2/pokemon/419/
420,Cherubi,Base Form,https://pokeapi.co/api/v2/pokemon/420/
421,Cherrim,Base Form,https://pokeapi.co/api/v2/pokemon/421/
422,Shellos,Base Form,https://pokeapi.co/api/v2/pokemon/422/
423,Gastrodon,Base Form,https://pokeapi.co/api/v2/pokemon/423/
424,Ambipom,Base Form,https://pokeapi.co/api/v2/pokemon/424/
425,Drifloon,Base Form,https://pokeapi.co/api/v2/pokemon/425/
426,Drifblim,Base Form,https://pokeapi.co/api/v2/pokemon/426/
427,Buneary,Base Form,https://pokeapi.co/api/v2/pokemon/427/
428,Lopunny,Base Form,https://pokeapi.co/api/v2/pokemon/428/
429,Mismagius,Base Form,https://pokeapi.co/api/v2/pokemon/429/
430,Honchkrow,Base Form,https://pokeapi.co/api/v2/pokemon/430/
431,Glameow,Base Form,https://pokeapi.co/api/v2/pokemon/431/
432,Purugly,Base Form,https://pokeapi.co/api/v2/pokemon/432/
433,Chingling,Base Form,https://pokeapi.co/api/v2/pokemon/433/
434,Stunky,Base Form,https://pokeapi.co/api/v2/pokemon/434/
435,Skuntank,Base Form,https://pokeapi.co/api/v2/pokemon/435/
436,Bronzor,Base Form,https://pokeapi.co/api/v2/pokemon/436/
437,Bronzong,Base Form,https://pokeapi.co/api/v2/pokemon/437/
438,Bonsly,Base Form,https://pokeapi.co/api/v2/pokemon/438/
439,Mime Jr,Base Form,https://pokeapi.co/api/v2/pokemon/439/
440,Happiny,Base Form,https://pokeapi.co/api/v2/pokemon/440/
441,Chatot,Base Form,https://pokeapi.co/api/v2/pokemon/441/
442,Spiritomb,Base Form,https://pokeapi.co/api/v2/pokemon/442/
443,Gible,Base Form,https://pokeapi.co/api/v2/pokemon/443/
444,Gabite,Base Form,https://pokeapi.co/api/v2/pokemon/444/
445,Garchomp,Base Form,https://pokeapi.co/api/v2/pokemon/445/
446,Munchlax,Base Form,https://pokeapi.co/api/v2/pokemon/446/
447,Riolu,Base Form,https://pokeapi.co/api/v2/pokemon/447/
448,Lucario,Base Form,https://pokeapi.co/api/v2/pokemon/448/
449,Hippopotas,Base Form,https://pokeapi.co/api/v2/pokemon/449/
450,Hippowdon,Base Form,https://pokeapi.co/api/v2/pokemon/450/
451,Skorupi,Base Form,https://pokeapi.co/api/v2/pokemon/451/
452,Drapion,Base Form,https://pokeapi.co/api/v2/pokemon/452/
453,Croagunk,Base Form,https://pokeapi.co/api/v2/pokemon/453/
454,Toxicroak,Base Form,https://pokeapi.co/api/v2/pokemon/454/
455,Carnivine,Base Form,https://pokeapi.co/api/v2/pokemon/455/
456,Finneon,Base Form,https://pokeapi.co/api/v2/pokemon/456/
457,Lumineon,Base Form,https://pokeapi.co/api/v2/pokemon/457/
458,Mantyke,Base Form,https://pokeapi.co/api/v2/pokemon/458/
459,Snover,Base Form,https://pokeapi.co/api/v2/pokemon/459/
460,Abomasnow,Base Form,https://pokeapi.co/api/v2/pokemon/460/
461,Weavile,Base Form,https://pokeapi.co/api/v2/pokemon/461/
462,Magnezone,Base Form,https://pokeapi.co/api/v2/pokemon/462/
463,Lickilicky,Base Form,https://pokeapi.co/api/v2/pokemon/463/
464,Rhyperior,Base Form,https://pokeapi.co/api/v2/pokemon/464/
465,Tangrowth,Base Form,https://pokeapi.co/api/v2/pokemon/465/
466,Electivire,Base Form,https://pokeapi.co/api/v2/pokemon/466/
467,Magmortar,Base Form,https://pokeapi.co/api/v2/pokemon/467/
468,Togekiss,Base Form,https://pokeapi.co/api/v2/pokemon/468/
469,Yanmega,Base Form,https://pokeapi.co/api/v2/pokemon/469/
470,Leafeon,Base Form,https://pokeapi.co/api/v2/pokemon/470/
471,Glaceon,Base Form,https://pokeapi.co/api/v2/pokemon/471/
472,Gliscor,Base Form,https://pokeapi.co/api/v2/pokemon/472/
473,Mamoswine,Base Form,https://pokeapi.co/api/v2/pokemon/473/
474,Porygon Z,Base Form,https://pokeapi.co/api/v2/pokemon/474/
475,Gallade,Base Form,https://pokeapi.co/api/v2/pokemon/475/
476,Probopass,Base Form,https://pokeapi.co/api/v2/pokemon/476/
477,Dusknoir,Base Form,https://pokeapi.co/api/v2/pokemon/477/
478,Froslass,Base Form,https://pokeapi.co/api/v2/pokemon/478/
479,Rotom,Base Form,https://pokeapi.co/api/v2/pokemon/479/
480,Uxie,Base Form,https://pokeapi.co/api/v2/pokemon/480/
481,Mesprit,Base Form,https://pokeapi.co/api/v2/pokemon/481/
482,Azelf,Base Form,https://pokeapi.co/api/v2/pokemon/482/
483,Dialga,Base Form,https://pokeapi.co/api/v2/pokemon/483/
484,Palkia,Base Form,https://pokeapi.co/api/v2/pokemon/484/
485,Heatran,Base Form,https://pokeapi.co/api/v2/pokemon/485/
486,Regigigas,Base Form,https://pokeapi.co/api/v2/pokemon/486/
487,Giratina Altered,Base Form,https://pokeapi.co/api/v2/pokemon/487/
488,Cresselia,Base Form,https://pokeapi.co/api/v2/pokemon/488/
489,Phione,Base Form,https://pokeapi.co/api/v2/pokemon/489/
490,Manaphy,Base Form,https://pokeapi.co/api/v2/pokemon/490/
491,Darkrai,Base Form,https://pokeapi.co/api/v2/pokemon/491/
492,Shaymin Land,Base Form,https://pokeapi.co/api/v2/pokemon/492/
493,Arceus,Base Form,https://pokeapi.co/api/v2/pokemon/493/
494,Victini,Base Form,https://pokeapi.co/api/v2/pokemon/494/
495,Snivy,Base Form,https://pokeapi.co/api/v2/pokemon/495/
496,Servine,Base Form,https://pokeapi.co/api/v2/pokemon/496/
497,Serperior,Base Form,https://pokeapi.co/api/v2/pokemon/497/
498,Tepig,Base Form,https://pokeapi.co/api/v2/pokemon/498/
499,Pignite,Base Form,https://pokeapi.co/api/v2/pokemon/499/
500,Emboar,Base Form,https://pokeapi.co/api/v2/pokemon/500/
501,Oshawott,Base Form,https://pokeapi.co/api/v2/pokemon/501/
502,Dewott,Base Form,https://pokeapi.co/api/v2/pokemon/502/
503,Samurott,Base Form,https://pokeapi.co/api/v2/pokemon/503/
504,Patrat,Base Form,https://pokeapi.co/api/v2/pokemon/504/
505,Watchog,Base Form,https://pokeapi.co/api/v2/pokemon/505/
506,Lillipup,Base Form,https://pokeapi.co/api/v2/pokemon/506/
507,Herdier,Base Form,https://pokeapi.co/api/v2/pokemon/507/
508,Stoutland,Base Form,https://pokeapi.co/api/v2/pokemon/508/
509,Purrloin,Base Form,https://pokeapi.co/api/v2/pokemon/509/
510,Liepard,Base Form,https://pokeapi.co/api/v2/pokemon/510/
511,Pansage,Base Form,https://pokeapi.co/api/v2/pokemon/511/
512,Simisage,Base Form,https://pokeapi.co/api/v2/pokemon/512/
513,Pansear,Base Form,https://pokeapi.co/api/v2/pokemon/513/
514,Simisear,Base Form,https://pokeapi.co/api/v2/pokemon/514/
515,Panpour,Base Form,https://pokeapi.co/api/v2/pokemon/515/
516,Simipour,Base Form,https://pokeapi.co/api/v2/pokemon/516/
517,Munna,Base Form,https://pokeapi.co/api/v2/pokemon/517/
518,Musharna,Base Form,https://pokeapi.co/api/v2/pokemon/518/
519,Pidove,Base Form,https://pokeapi.co/api/v2/pokemon/519/
520,Tranquill,Base Form,https://pokeapi.co/api/v2/pokemon/520/
521,Unfezant,Base Form,https://pokeapi.co/api/v2/pokemon/521/
522,Blitzle,Base Form,https://pokeapi.co/api/v2/pokemon/522/
523,Zebstrika,Base Form,https://pokeapi.co/api/v2/pokemon/523/
524,Roggenrola,Base Form,https://pokeapi.co/api/v2/pokemon/524/
525,Boldore,Base Form,https://pokeapi.co/api/v2/pokemon/525/
526,Gigalith,Base Form,https://pokeapi.co/api/v2/pokemon/526/
527,Woobat,Base Form,https://pokeapi.co/api/v2/pokemon/527/
528,Swoobat,Base Form,https://pokeapi.co/api/v2/pokemon/528/
529,Drilbur,Base Form,https://pokeapi.co/api/v2/pokemon/529/
530,Excadrill,Base Form,https://pokeapi.co/api/v2/pokemon/530/
531,Audino,Base Form,https://pokeapi.co/api/v2/pokemon/531/
532,Timburr,Base Form,https://pokeapi.co/api/v2/pokemon/532/
533,Gurdurr,Base Form,https://pokeapi.co/api/v2/pokemon/533/
534,Conkeldurr,Base Form,https://pokeapi.co/api/v2/pokemon/534/
535,Tympole,Base Form,https://pokeapi.co/api/v2/pokemon/535/
536,Palpitoad,Base Form,https://pokeapi.co/api/v2/pokemon/536/
537,Seismitoad,Base Form,https://pokeapi.co/api/v2/pokemon/537/
538,Throh,Base Form,https://pokeapi.co/api/v2/pokemon/538/
539,Sawk,Base Form,https://pokeapi.co/api/v2/pokemon/539/
540,Sewaddle,Base Form,https://pokeapi.co/api/v2/pokemon/540/
541,Swadloon,Base Form,https://pokeapi.co/api/v2/pokemon/541/
542,Leavanny,Base Form,https://pokeapi.co/api/v2/pokemon/542/
543,Venipede,Base Form,https://pokeapi.co/api/v2/pokemon/543/
544,Whirlipede,Base Form,https://pokeapi.co/api/v2/pokemon/544/
545,Scolipede,Base Form,https://pokeapi.co/api/v2/pokemon/545/
546,Cottonee,Base Form,https://pokeapi.co/api/v2/pokemon/546/
547,Whimsicott,Base Form,https://pokeapi.co/api/v2/pokemon/547/
548,Petilil,Base Form,https://pokeapi.co/api/v2/pokemon/548/
549,Lilligant,Base Form,https://pokeapi.co/api/v2/pokemon/549/
550,Basculin Red Striped,Base Form,https://pokeapi.co/api/v2/pokemon/550/
551,Sandile,Base Form,https://pokeapi.co/api/v2/pokemon/551/
552,Krokorok,Base Form,https://pokeapi.co/api/v2/pokemon/552/
553,Krookodile,Base Form,https://pokeapi.co/api/v2/pokemon/553/
554,Darumaka,Base Form,https://pokeapi.co/api/v2/pokemon/554/
555,Darmanitan Standard,Base Form,https://pokeapi.co/api/v2/pokemon/555/
556,Maractus,Base Form,https://pokeapi.co/api/v2/pokemon/556/
557,Dwebble,Base Form,https://pokeapi.co/api/v2/pokemon/557/
558,Crustle,Base Form,https://pokeapi.co/api/v2/pokemon/558/
559,Scraggy,Base Form,https://pokeapi.co/api/v2/pokemon/559/
560,Scrafty,Base Form,https://pokeapi.co/api/v2/pokemon/560/
561,Sigilyph,Base Form,https://pokeapi.co/api/v2/pokemon/561/
562,Yamask,Base Form,https://pokeapi.co/api/v2/pokemon/562/
563,Cofagrigus,Base Form,https://pokeapi.co/api/v2/pokemon/563/
564,Tirtouga,Base Form,https://pokeapi.co/api/v2/pokemon/564/
565,Carracosta,Base Form,https://pokeapi.co/api/v2/pokemon/565/
566,Archen,Base Form,https://pokeapi.co/api/v2/pokemon/566/
567,Archeops,Base Form,https://pokeapi.co/api/v2/pokemon/567/
568,Trubbish,Base Form,https://pokeapi.co/api/v2/pokemon/568/
569,Garbodor,Base Form,https://pokeapi.co/api/v2/pokemon/569/
570,Zorua,Base Form,https://pokeapi.co/api/v2/pokemon/570/
571,Zoroark,Base Form,https://pokeapi.co/api/v2/pokemon/571/
572,Minccino,Base Form,https://pokeapi.co/api/v2/pokemon/572/
573,Cinccino,Base Form,https://pokeapi.co/api/v2/pokemon/573/
574,Gothita,Base Form,https://pokeapi.co/api/v2/pokemon/574/
575,Gothorita,Base Form,https://pokeapi.co/api/v2/pokemon/575/
576,Gothitelle,Base Form,https://pokeapi.co/api/v2/pokemon/576/
577,Solosis,Base Form,https://pokeapi.co/api/v2/pokemon/577/
578,Duosion,Base Form,https://pokeapi.co/api/v2/pokemon/578/
579,Reuniclus,Base Form,https://pokeapi.co/api/v2/pokemon/579/
580,Ducklett,Base Form,https://pokeapi.co/api/v2/pokemon/580/
581,Swanna,Base Form,https://pokeapi.co/api/v2/pokemon/581/
582,Vanillite,Base Form,https://pokeapi.co/api/v2/pokemon/582/
583,Vanillish,Base Form,https://pokeapi.co/api/v2/pokemon/583/
584,Vanilluxe,Base Form,https://pokeapi.co/api/v2/pokemon/584/
585,Deerling,Base Form,https://pokeapi.co/api/v2/pokemon/585/
586,Sawsbuck,Base Form,https://pokeapi.co/api/v2/pokemon/586/
587,Emolga,Base Form,https://pokeapi.co/api/v2/pokemon/587/
588,Karrablast,Base Form,https://pokeapi.co/api/v2/pokemon/588/
589,Escavalier,Base Form,https://pokeapi.co/api/v2/pokemon/589/
590,Foongus,Base Form,https://pokeapi.co/api/v2/pokemon/590/
591,Amoonguss,Base Form,https://pokeapi.co/api/v2/pokemon/591/
592,Frillish Male,Base Form,https://pokeapi.co/api/v2/pokemon/592/
593,Jellicent Male,Base Form,https://pokeapi.co/api/v2/pokemon/593/
594,Alomomola,Base Form,https://pokeapi.co/api/v2/pokemon/594/
595,Joltik,Base Form,https://pokeapi.co/api/v2/pokemon/595/
596,Galvantula,Base Form,https://pokeapi.co/api/v2/pokemon/596/
597,Ferroseed,Base Form,https://pokeapi.co/api/v2/pokemon/597/
598,Ferrothorn,Base Form,https://pokeapi.co/api/v2/pokemon/598/
599,Klink,Base Form,https://pokeapi.co/api/v2/pokemon/599/
600,Klang,Base Form,https://pokeapi.co/api/v2/pokemon/600/
601,Klinklang,Base Form,https://pokeapi.co/api/v2/pokemon/601/
602,Tynamo,Base Form,https://pokeapi.co/api/v2/pokemon/602/
603,Eelektrik,Base Form,https://pokeapi.co/api/v2/pokemon/603/
604,Eelektross,Base Form,https://pokeapi.co/api/v2/pokemon/604/
605,Elgyem,Base Form,https://pokeapi.co/api/v2/pokemon/605/
606,Beheeyem,Base Form,https://pokeapi.co/api/v2/pokemon/606/
607,Litwick,Base Form,https://pokeapi.co/api/v2/pokemon/607/
608,Lampent,Base Form,https://pokeapi.co/api/v2/pokemon/608/
609,Chandelure,Base Form,https://pokeapi.co/api/v2/pokemon/609/
610,Axew,Base Form,https://pokeapi.co/api/v2/pokemon/610/
611,Fraxure,Base Form,https://pokeapi.co/api/v2/pokemon/611/
612,Haxorus,Base Form,https://pokeapi.co/api/v2/pokemon/612/
613,Cubchoo,Base Form,https://pokeapi.co/api/v2/pokemon/613/
614,Beartic,Base Form,https://pokeapi.co/api/v2/pokemon/614/
615,Cryogonal,Base Form,https://pokeapi.co/api/v2/pokemon/615/
616,Shelmet,Base Form,https://pokeapi.co/api/v2/pokemon/616/
617,Accelgor,Base Form,https://pokeapi.co/api/v2/pokemon/617/
618,Stunfisk,Base Form,https://pokeapi.co/api/v2/pokemon/618/
619,Mienfoo,Base Form,https://pokeapi.co/api/v2/pokemon/619/
620,Mienshao,Base Form,https://pokeapi.co/api/v2/pokemon/620/
621,Druddigon,Base Form,https://pokeapi.co/api/v2/pokemon/621/
622,Golett,Base Form,https://pokeapi.co/api/v2/pokemon/622/
623,Golurk,Base Form,https://pokeapi.co/api/v2/pokemon/623/
624,Pawniard,Base Form,https://pokeapi.co/api/v2/pokemon/624/
625,Bisharp,Base Form,https://pokeapi.co/api/v2/pokemon/625/
626,Bouffalant,Base Form,https://pokeapi.co/api/v2/pokemon/626/
627,Rufflet,Base Form,https://pokeapi.co/api/v2/pokemon/627/
628,Braviary,Base Form,https://pokeapi.co/api/v2/pokemon/628/
629,Vullaby,Base Form,https://pokeapi.co/api/v2/pokemon/629/
630,Mandibuzz,Base Form,https://pokeapi.co/api/v2/pokemon/630/
631,Heatmor,Base Form,https://pokeapi.co/api/v2/pokemon/631/
632,Durant,Base Form,https://pokeapi.co/api/v2/pokemon/632/
633,Deino,Base Form,https://pokeapi.co/api/v2/pokemon/633/
634,Zweilous,Base Form,https://pokeapi.co/api/v2/pokemon/634/
635,Hydreigon,Base Form,https://pokeapi.co/api/v2/pokemon/635/
636,Larvesta,Base Form,https://pokeapi.co/api/v2/pokemon/636/
637,Volcarona,Base Form,https://pokeapi.co/api/v2/pokemon/637/
638,Cobalion,Base Form,https://pokeapi.co/api/v2/pokemon/638/
639,Terrakion,Base Form,https://pokeapi.co/api/v2/pokemon/639/
640,Virizion,Base Form,https://pokeapi.co/api/v2/pokemon/640/
641,Tornadus Incarnate,Base Form,https://pokeapi.co/api/v2/pokemon/641/
642,Thundurus Incarnate,Base Form,https://pokeapi.co/api/v2/pokemon/642/
643,Reshiram,Base Form,https://pokeapi.co/api/v2/pokemon/643/
644,Zekrom,Base Form,https://pokeapi.co/api/v2/pokemon/644/
645,Landorus Incarnate,Base Form,https://pokeapi.co/api/v2/pokemon/645/
646,Kyurem,Base Form,https://pokeapi.co/api/v2/pokemon/646/
647,Keldeo Ordinary,Base Form,https://pokeapi.co/api/v2/pokemon/647/
648,Meloetta Aria,Base Form,https://pokeapi.co/api/v2/pokemon/648/
649,Genesect,Base Form,https://pokeapi.co/api/v2/pokemon/649/
650,Chespin,Base Form,https://pokeapi.co/api/v2/pokemon/650/
651,Quilladin,Base Form,https://pokeapi.co/api/v2/pokemon/651/
652,Chesnaught,Base Form,https://pokeapi.co/api/v2/pokemon/652/
653,Fennekin,Base Form,https://pokeapi.co/api/v2/pokemon/653/
654,Braixen,Base Form,https://pokeapi.co/api/v2/pokemon/654/
655,Delphox,Base Form,https://pokeapi.co/api/v2/pokemon/655/
656,Froakie,Base Form,https://pokeapi.co/api/v2/pokemon/656/
657,Frogadier,Base Form,https://pokeapi.co/api/v2/pokemon/657/
658,Greninja,Base Form,https://pokeapi.co/api/v2/pokemon/658/
659,Bunnelby,Base Form,https://pokeapi.co/api/v2/pokemon/659/
660,Diggersby,Base Form,https://pokeapi.co/api/v2/pokemon/660/
661,Fletchling,Base Form,https://pokeapi.co/api/v2/pokemon/661/
662,Fletchinder,Base Form,https://pokeapi.co/api/v2/pokemon/662/
663,Talonflame,Base Form,https://pokeapi.co/api/v2/pokemon/663/
664,Scatterbug,Base Form,https://pokeapi.co/api/v2/pokemon/664/
665,Spewpa,Base Form,https://pokeapi.co/api/v2/pokemon/665/
666,Vivillon,Base Form,https://pokeapi.co/api/v2/pokemon/666/
667,Litleo,Base Form,https://pokeapi.co/api/v2/pokemon/667/
668,Pyroar Male,Base Form,https://pokeapi.co/api/v2/pokemon/668/
669,Flabebe,Base Form,https://pokeapi.co/api/v2/pokemon/669/
670,Floette,Base Form,https://pokeapi.co/api/v2/pokemon/670/
671,Florges,Base Form,https://pokeapi.co/api/v2/pokemon/671/
672,Skiddo,Base Form,https://pokeapi.co/api/v2/pokemon/672/
673,Gogoat,Base Form,https://pokeapi.co/api/v2/pokemon/673/
674,Pancham,Base Form,https://pokeapi.co/api/v2/pokemon/674/
675,Pangoro,Base Form,https://pokeapi.co/api/v2/pokemon/675/
676,Furfrou,Base Form,https://pokeapi.co/api/v2/pokemon/676/
677,Espurr,Base Form,https://pokeapi.co/api/v2/pokemon/677/
678,Meowstic Male,Base Form,https://pokeapi.co/api/v2/pokemon/678/
679,Honedge,Base Form,https://pokeapi.co/api/v2/pokemon/679/
680,Doublade,Base Form,https://pokeapi.co/api/v2/pokemon/680/
681,Aegislash Shield,Base Form,https://pokeapi.co/api/v2/pokemon/681/
682,Spritzee,Base Form,https://pokeapi.co/api/v2/pokemon/682/
683,Aromatisse,Base Form,https://pokeapi.co/api/v2/pokemon/683/
684,Swirlix,Base Form,https://pokeapi.co/api/v2/pokemon/684/
685,Slurpuff,Base Form,https://pokeapi.co/api/v2/pokemon/685/
686,Inkay,Base Form,https://pokeapi.co/api/v2/pokemon/686/
687,Malamar,Base Form,https://pokeapi.co/api/v2/pokemon/687/
688,Binacle,Base Form,https://pokeapi.co/api/v2/pokemon/688/
689,Barbaracle,Base Form,https://pokeapi.co/api/v2/pokemon/689/
690,Skrelp,Base Form,https://pokeapi.co/api/v2/pokemon/690/
691,Dragalge,Base Form,https://pokeapi.co/api/v2/pokemon/691/
692,Clauncher,Base Form,https://pokeapi.co/api/v2/pokemon/692/
693,Clawitzer,Base Form,https://pokeapi.co/api/v2/pokemon/693/
694,Helioptile,Base Form,https://pokeapi.co/api/v2/pokemon/694/
695,Heliolisk,Base Form,https://pokeapi.co/api/v2/pokemon/695/
696,Tyrunt,Base Form,https://pokeapi.co/api/v2/pokemon/696/
697,Tyrantrum,Base Form,https://pokeapi.co/api/v2/pokemon/697/
698,Amaura,Base Form,https://pokeapi.co/api/v2/pokemon/698/
699,Aurorus,Base Form,https://pokeapi.co/api/v2/pokemon/699/
700,Sylveon,Base Form,https://pokeapi.co/api/v2/pokemon/700/
701,Hawlucha,Base Form,https://pokeapi.co/api/v2/pokemon/701/
702,Dedenne,Base Form,https://pokeapi.co/api/v2/pokemon/702/
703,Carbink,Base Form,https://pokeapi.co/api/v2/pokemon/703/
704,Goomy,Base Form,https://pokeapi.co/api/v2/pokemon/704/
705,Sliggoo,Base Form,https://pokeapi.co/api/v2/pokemon/705/
706,Goodra,Base Form,https://pokeapi.co/api/v2/pokemon/706/
707,Klefki,Base Form,https://pokeapi.co/api/v2/pokemon/707/
708,Phantump,Base Form,https://pokeapi.co/api/v2/pokemon/708/
709,Trevenant,Base Form,https://pokeapi.co/api/v2/pokemon/709/
710,Pumpkaboo Average,Base Form,https://pokeapi.co/api/v2/pokemon/710/
711,Gourgeist Average,Base Form,https://pokeapi.co/api/v2/pokemon/711/
712,Bergmite,Base Form,https://pokeapi.co/api/v2/pokemon/712/
713,Avalugg,Base Form,https://pokeapi.co/api/v2/pokemon/713/
714,Noibat,Base Form,https://pokeapi.co/api/v2/pokemon/714/
715,Noivern,Base Form,https://pokeapi.co/api/v2/pokemon/715/
716,Xerneas,Base Form,https://pokeapi.co/api/v2/pokemon/716/
717,Yveltal,Base Form,https://pokeapi.co/api/v2/pokemon/717/
718,Zygarde 50,Base Form,https://pokeapi.co/api/v2/pokemon/718/
719,Diancie,Base Form,https://pokeapi.co/api/v2/pokemon/719/
720,Hoopa,Base Form,https://pokeapi.co/api/v2/pokemon/720/
721,Volcanion,Base Form,https://pokeapi.co/api/v2/pokemon/721/
722,Rowlet,Base Form,https://pokeapi.co/api/v2/pokemon/722/
723,Dartrix,Base Form,https://pokeapi.co/api/v2/pokemon/723/
724,Decidueye,Base Form,https://pokeapi.co/api/v2/pokemon/724/
725,Litten,Base Form,https://pokeapi.co/api/v2/pokemon/725/
726,Torracat,Base Form,https://pokeapi.co/api/v2/pokemon/726/
727,Incineroar,Base Form,https://pokeapi.co/api/v2/pokemon/727/
728,Popplio,Base Form,https://pokeapi.co/api/v2/pokemon/728/
729,Brionne,Base Form,https://pokeapi.co/api/v2/pokemon/729/
730,Primarina,Base Form,https://pokeapi.co/api/v2/pokemon/730/
731,Pikipek,Base Form,https://pokeapi.co/api/v2/pokemon/731/
732,Trumbeak,Base Form,https://pokeapi.co/api/v2/pokemon/732/
733,Toucannon,Base Form,https://pokeapi.co/api/v2/pokemon/733/
734,Yungoos,Base Form,https://pokeapi.co/api/v2/pokemon/734/
735,Gumshoos,Base Form,https://pokeapi.co/api/v2/pokemon/735/
736,Grubbin,Base Form,https://pokeapi.co/api/v2/pokemon/736/
737,Charjabug,Base Form,https://pokeapi.co/api/v2/pokemon/737/
738,Vikavolt,Base Form,https://pokeapi.co/api/v2/pokemon/738/
739,Crabrawler,Base Form,https://pokeapi.co/api/v2/pokemon/739/
740,Crabominable,Base Form,https://pokeapi.co/api/v2/pokemon/740/
741,Oricorio Baile,Base Form,https://pokeapi.co/api/v2/pokemon/741/
742,Cutiefly,Base Form,https://pokeapi.co/api/v2/pokemon/742/
743,Ribombee,Base Form,https://pokeapi.co/api/v2/pokemon/743/
744,Rockruff,Base Form,https://pokeapi.co/api/v2/pokemon/744/
745,Lycanroc Midday,Base Form,https://pokeapi.co/api/v2/pokemon/745/
746,Wishiwashi Solo,Base Form,https://pokeapi.co/api/v2/pokemon/746/
747,Mareanie,Base Form,https://pokeapi.co/api/v2/pokemon/747/
748,Toxapex,Base Form,https://pokeapi.co/api/v2/pokemon/748/
749,Mudbray,Base Form,https://pokeapi.co/api/v2/pokemon/749/
750,Mudsdale,Base Form,https://pokeapi.co/api/v2/pokemon/750/
751,Dewpider,Base Form,https://pokeapi.co/api/v2/pokemon/751/
752,Araquanid,Base Form,https://pokeapi.co/api/v2/pokemon/752/
753,Fomantis,Base Form,https://pokeapi.co/api/v2/pokemon/753/
754,Lurantis,Base Form,https://pokeapi.co/api/v2/pokemon/754/
755,Morelull,Base Form,https://pokeapi.co/api/v2/pokemon/755/
756,Shiinotic,Base Form,https://pokeapi.co/api/v2/pokemon/756/
757,Salandit,Base Form,https://pokeapi.co/api/v2/pokemon/757/
758,Salazzle,Base Form,https://pokeapi.co/api/v2/pokemon/758/
759,Stufful,Base Form,https://pokeapi.co/api/v2/pokemon/759/
760,Bewear,Base Form,https://pokeapi.co/api/v2/pokemon/760/
761,Bounsweet,Base Form,https://pokeapi.co/api/v2/pokemon/761/
762,Steenee,Base Form,https://pokeapi.co/api/v2/pokemon/762/
763,Tsareena,Base Form,https://pokeapi.co/api/v2/pokemon/763/
764,Comfey,Base Form,https://pokeapi.co/api/v2/pokemon/764/
765,Oranguru,Base Form,https://pokeapi.co/api/v2/pokemon/765/
766,Passimian,Base Form,https://pokeapi.co/api/v2/pokemon/766/
767,Wimpod,Base Form,https://pokeapi.co/api/v2/pokemon/767/
768,Golisopod,Base Form,https://pokeapi.co/api/v2/pokemon/768/
769,Sandygast,Base Form,https://pokeapi.co/api/v2/pokemon/769/
770,Palossand,Base Form,https://pokeapi.co/api/v2/pokemon/770/
771,Pyukumuku,Base Form,https://pokeapi.co/api/v2/pokemon/771/
772,Type Null,Base Form,https://pokeapi.co/api/v2/pokemon/772/
773,Silvally,Base Form,https://pokeapi.co/api/v2/pokemon/773/
774,Minior Red Meteor,Base Form,https://pokeapi.co/api/v2/pokemon/774/
775,Komala,Base Form,https://pokeapi.co/api/v2/pokemon/775/
776,Turtonator,Base Form,https://pokeapi.co/api/v2/pokemon/776/
777,Togedemaru,Base Form,https://pokeapi.co/api/v2/pokemon/777/
778,Mimikyu Disguised,Base Form,https://pokeapi.co/api/v2/pokemon/778/
779,Bruxish,Base Form,https://pokeapi.co/api/v2/pokemon/779/
780,Drampa,Base Form,https://pokeapi.co/api/v2/pokemon/780/
